"","West Virginia CF Root","WV","0","1",""
"4","Explain the similarities and differences in backgrounds, motivations and occupational skills between people in the english settlements and those in the french and spanish settlements","SS.4.5.14 ","4.SS.S.5","4","WV Social Studies"
"4","Evaluate the choices made and roles undertaken in the american revolution by different classes and groups and what they hoped or feared from revolution","SS.4.5.15 ","4.SS.S.5","4","WV Social Studies"
"4","Analyze various sources for reconstructing the past such as documents, letters, diaries, maps, photos and others","SS.4.5.16 ","4.SS.S.5","4","WV Social Studies"
"4","Explain why americans and those who led them (eg, george washington, benjamin franklin, thomas jefferson) went to war to win independence from england","SS.4.5.17 ","4.SS.S.5","4","WV Social Studies"
"4","Analyze and interpret information from pictures and news sources related to historical events and people","SS.4.5.18 ","4.SS.S.5","4","WV Social Studies"
"4","Suggest appropriate reference sources to answer specific questions, collect information and prepare short reports","SS.4.5.19 ","4.SS.S.5","4","WV Social Studies"
"4","Sequence major historical events in united states history on a timeline (eg, discovery of america, boston tea party, revolutionary war)","SS.4.5.20 ","4.SS.S.5","4","WV Social Studies"
"5","Citizenship","5.SS.S.1","5","3","WV Social Studies"
"5","Describe how groups and institutions work to meet the individual needs and promote the common good","SS.5.1.1 ","5.SS.S.1","4","WV Social Studies"
"5","Explain the political process and describe its importance in decision-making","SS.5.1.2 ","5.SS.S.1","4","WV Social Studies"
"5","Explain the consent of the governed as the source of authority of government","SS.5.1.3 ","5.SS.S.1","4","WV Social Studies"
"5","Explain the importance of citizens’ having and supporting common democratic values and principles expressed in the nation’s core documents","SS.5.1.4 ","5.SS.S.1","4","WV Social Studies"
"5","Identify and analyze differences between individual responsibilities, privileges and rights of american citizenship","SS.5.1.5 ","5.SS.S.1","4","WV Social Studies"
"5","Civics / Government","5.SS.S.2","5","3","WV Social Studies"
"5","Give examples of how government does or does not provide for the needs and wants of people, establish order and manage conflict","SS.5.2.1 ","5.SS.S.2","4","WV Social Studies"
"5","Participate in exercises that demonstrate knowledge of trial by jury","SS.5.2.2 ","5.SS.S.2","4","WV Social Studies"
"5","List and explain the weaknesses of the articles of confederation","SS.5.2.3 ","5.SS.S.2","4","WV Social Studies"
"5","List the individual rights and responsibilities in the bill of rights","SS.5.2.4 ","5.SS.S.2","4","WV Social Studies"
"5","Identify the first three articles of the constitution and outline the basic functions of the three branches of government","SS.5.2.5 ","5.SS.S.2","4","WV Social Studies"
"5","Explain and illustrate how a bill becomes a law","SS.5.2.6 ","5.SS.S.2","4","WV Social Studies"
"5","Analyze the importance of government in the classroom, school, community, state and nation","SS.5.2.7 ","5.SS.S.2","4","WV Social Studies"
"5","Economics","5.SS.S.3","5","3","WV Social Studies"
"5","Identify the roles of consumers in the united states economy","SS.5.3.1 ","5.SS.S.3","4","WV Social Studies"
"5","Apply the concept of supply and demand to a specific united states situation","SS.5.3.2 ","5.SS.S.3","4","WV Social Studies"
"5","Explain the economic impact of slavery upon the development of the united states","SS.5.3.3 ","5.SS.S.3","4","WV Social Studies"
"5","List geographic factors that can enhance or limit economic activities in various united states regions","SS.5.3.4 ","5.SS.S.3","4","WV Social Studies"
"5","Describe the impact of industrialization on the economy of the united states","SS.5.3.5 ","5.SS.S.3","4","WV Social Studies"
"5","Explain the function of agriculture in the economic development of the united states","SS.5.3.6 ","5.SS.S.3","4","WV Social Studies"
"5","Apply the concepts of sales, expenses and profits to a real life event (eg, schoolrelated situation such as sports events, concession stand, snack machines)","SS.5.3.7 ","5.SS.S.3","4","WV Social Studies"
"5","Geography","5.SS.S.4","5","3","WV Social Studies"
"5","Read, interpret and draw conclusions from united states maps (eg, special purpose maps, graphs, charts, tables, timelines)","SS.5.4.1 ","5.SS.S.4","4","WV Social Studies"
"5","Measure distances using a scale, and apply the concept of cardinal and intermediate directions","SS.5.4.2 ","5.SS.S.4","4","WV Social Studies"
"5","Use a map to locate a country by hemisphere and its proximity to the equator ","SS.5.4.3 ","5.SS.S.4","4","WV Social Studies"
"5","Locate, identify and contrast the major rivers, landforms, natural resources, climate regions, major soil regions and deserts of the united states","SS.5.4.4 ","5.SS.S.4","4","WV Social Studies"
"5","Describe the development of the united states’ urban areas","SS.5.4.5 ","5.SS.S.4","4","WV Social Studies"
"5","Discuss and define the various regions of the united states","SS.5.4.6 ","5.SS.S.4","4","WV Social Studies"
"5","Identify and locate each of the fifty united states within their regions","SS.5.4.7 ","5.SS.S.4","4","WV Social Studies"
"5","Explain the relationship of the environment to cultures in the united states","SS.5.4.8 ","5.SS.S.4","4","WV Social Studies"
"5","Relate the united states’ westward expansion to natural resources and physical geography","SS.5.4.9 ","5.SS.S.4","4","WV Social Studies"
"5","Use geography to describe historical events","SS.5.4.10 ","5.SS.S.4","4","WV Social Studies"
"5","Describe how people have changed the environment of the united states","SS.5.4.11 ","5.SS.S.4","4","WV Social Studies"
"5","History","5.SS.S.5","5","3","WV Social Studies"
"5","Describe and analyze the events and the historic figures responsible for such documents as the united states constitution, the bill of rights and the emancipation proclamation","SS.5.5.1 ","5.SS.S.5","4","WV Social Studies"
"5","Create a timeline showing the arrival of major immigrant groups and describe their experiences and the influence of each culture upon american society","SS.5.5.2 ","5.SS.S.5","4","WV Social Studies"
"5","Describe the development of transportation in the united states and explain its impact on settlement, industry and residential patterns","SS.5.5.3 ","5.SS.S.5","4","WV Social Studies"
"5","Explain why maintaining historical records and landmarks is important to the united states","SS.5.5.4 ","5.SS.S.5","4","WV Social Studies"
"5","Interpret quotes of famous americans from various periods of history","SS.5.5.5 ","5.SS.S.5","4","WV Social Studies"
"5","Explain how important figures reacted to their times and why they were significant to the history of our democracy (eg, george washington, thomas jefferson, abraham lincoln, sojourner truth, susan b anthony, eleanor roosevelt and martin luther king, jr)","SS.5.5.6 ","5.SS.S.5","4","WV Social Studies"
"5","Describe how regional folk heroes and other popular figures have contributed to the cultural history of the united states (eg, frontiersmen such as daniel boone, cowboys, mountain men such as jedediah smith, american indian chiefs including geronimo and outlaws such as billy the kid)","SS.5.5.7 ","5.SS.S.5","4","WV Social Studies"
"5","Explain how songs, symbols and slogans demonstrate freedom of expression and the role of protest in democracy (eg, the abolition of slavery, women’s suffrage, labor movements, the civil rights movement)","SS.5.5.8 ","5.SS.S.5","4","WV Social Studies"
"5","Assess the significance of the new constitution of1787, including the struggles over its ratification and the reasons for the addition of the bill of rights","SS.5.5.9 ","5.SS.S.5","4","WV Social Studies"
"5","Describe issues faced by washington when he became the first united states president","SS.5.5.10 ","5.SS.S.5","4","WV Social Studies"
"5","Identify and explain social and technological changes that took place during the industrial revolution in the united states","SS.5.5.11 ","5.SS.S.5","4","WV Social Studies"
"5","List the reasons for westward expansion and explain how it affected the inhabitants of the american west (eg, native americans)","SS.5.5.12 ","5.SS.S.5","4","WV Social Studies"
"5","Explain the effects of government policies on native american nations and their land holdings","SS.5.5.13 ","5.SS.S.5","4","WV Social Studies"
"5","Analyze the impact of slavery and the abolitionist movement upon the development of the united states","SS.5.5.14 ","5.SS.S.5","4","WV Social Studies"
"5","Identify causes, major events and important people of the civil war","SS.5.5.15 ","5.SS.S.5","4","WV Social Studies"
"5","Explain how various reconstruction plans succeeded or failed","SS.5.5.16 ","5.SS.S.5","4","WV Social Studies"
"5","Identify events which led to the united states becoming a world power","SS.5.5.17 ","5.SS.S.5","4","WV Social Studies"
"5","Identify the opposing sides in world war i and explain why the united states entered the war","SS.5.5.18 ","5.SS.S.5","4","WV Social Studies"
"5","Describe the effects of the great depression on the people of the united states","SS.5.5.19 ","5.SS.S.5","4","WV Social Studies"
"5","Identify the causes and effects of world war ii","SS.5.5.20 ","5.SS.S.5","4","WV Social Studies"
"5","Identify significant leaders in the civil rights movement (eg, john fitzgerald kennedy, martin luther king jr, rosa parks, lyndon johnson)","SS.5.5.21","5.SS.S.5","4","WV Social Studies"
"6","Citizenship","6.SS.S.1","6","3","WV Social Studies"
"6","Describe ways in which nations interact with one another and try to resolve problems","SS.6.1.1 ","6.SS.S.1","4","WV Social Studies"
"6","Evaluate, take and defend positions on the purposes that government should serve","SS.6.1.2 ","6.SS.S.1","4","WV Social Studies"
"6","Explain how nations benefit when they resolve conflicts peacefully","SS.6.1.3 ","6.SS.S.1","4","WV Social Studies"
"6","Compare and contrast the role of american citizens and citizens in selected regions","SS.6.1.4 ","6.SS.S.1","4","WV Social Studies"
"6","Analyze and evaluate the influence of various forms of citizen action on public policy","SS.6.1.5 ","6.SS.S.1","4","WV Social Studies"
"6","Evaluate the effectiveness of public opinion in influencing and shaping public policy development and decision making","SS.6.1.6 ","6.SS.S.1","4","WV Social Studies"
"6","Compare and contrast responsibilities, privileges and rights of united states citizenship in selected regions","SS.6.1.7 ","6.SS.S.1","4","WV Social Studies"
"6","Civics / Government","6.SS.S.2","6","3","WV Social Studies"
"6","Evaluate competing ideas about the purposes of government","SS.6.2.1 ","6.SS.S.2","4","WV Social Studies"
"6","Analyze and explain how various types of government meet needs and wants of citizens, manage conflict and establish security","SS.6.2.2 ","6.SS.S.2","4","WV Social Studies"
"6","Explain the impact of strong leadership on historic world events","SS.6.2.3 ","6.SS.S.2","4","WV Social Studies"
"6","Explain the purpose of political parties and special interest groups and their influence on the political process","SS.6.2.4 ","6.SS.S.2","4","WV Social Studies"
"6","Illustrate the political divisions of nations","SS.6.2.5 ","6.SS.S.2","4","WV Social Studies"
"6","Identify and give examples of different forms of government, and classify them as either limited or unlimited","SS.6.2.6 ","6.SS.S.2","4","WV Social Studies"
"6","Distinguish between governmental and nongovernmental international organizations and describe their functions","SS.6.2.7 ","6.SS.S.2","4","WV Social Studies"
"6","Economics","6.SS.S.3","6","3","WV Social Studies"
"6","Explain the economic reasons for immigration and migration","SS.6.3.1 ","6.SS.S.3","4","WV Social Studies"
"6","Demonstrate an understanding that competition among sellers results in lower prices","SS.6.3.2 ","6.SS.S.3","4","WV Social Studies"
"6","Compare the basic characteristics of communism, socialism and capitalism","SS.6.3.3 ","6.SS.S.3","4","WV Social Studies"
"6","Explain and outline the steps in producing and marketing goods","SS.6.3.4 ","6.SS.S.3","4","WV Social Studies"
"6","Assess the economic impact of technology on regions","SS.6.3.5 ","6.SS.S.3","4","WV Social Studies"
"6","Explain how trade cartels affect the world economy (eg, organization of petroleum exporting countries)","SS.6.3.6 ","6.SS.S.3","4","WV Social Studies"
"6","Trace the development of treaties and organizations related to trade","SS.6.3.7 ","6.SS.S.3","4","WV Social Studies"
"6","Compare production and consumption of goods and services in different countries","SS.6.3.8 ","6.SS.S.3","4","WV Social Studies"
"6","Geography","6.SS.S.4","6","3","WV Social Studies"
"6","Determine the time at one location when informed of the time at another location using a world time zone map","SS.6.4.1 ","6.SS.S.4","4","WV Social Studies"
"6","Use map tools (legends, keys, scales) to interpret information (eg, climate, landforms, resources)","SS.6.4.2 ","6.SS.S.4","4","WV Social Studies"
"6","Identify changes in population due to shifts from agricultural to industrial/urban development","SS.6.4.3 ","6.SS.S.4","4","WV Social Studies"
"6","Locate and identify the continents, major climates, major bodies of water and natural resources (eg, knowledge of landforms such as peninsulas, mountain ranges, plateaus, river valleys, lakes), and compare and analyze the relationship of people and the environment with regard to population, settlement and trade","SS.6.4.4 ","6.SS.S.4","4","WV Social Studies"
"6","Locate the major waterways of north america, south america, western europe and the middle east, and explain their impact on exploration, settlement and trade (eg, discuss how the opening of the erie canal contributed to the rise of new york city)","SS.6.4.5 ","6.SS.S.4","4","WV Social Studies"
"6","Draw conclusions about the effects of geography on transportation, culture, economic activities, population density and distribution using maps","SS.6.4.6 ","6.SS.S.4","4","WV Social Studies"
"6","Explain the changing nature of the earth’s surface (eg, earthquakes, volcanoes)","SS.6.4.7 ","6.SS.S.4","4","WV Social Studies"
"6","Compare and contrast general characteristics of the population of selected regions with regard to economics, religion, language and movement","SS.6.4.8 ","6.SS.S.4","4","WV Social Studies"
"6","Interpret information from a population growth graph and a population pyramid (eg, discuss the age of the population, growth potential, life expectancy)","SS.6.4.9 ","6.SS.S.4","4","WV Social Studies"
"6","Examine changes in the commercial form and function (eg, agriculture center to trade center to industrial center) of urban areas in different regions of the world","SS.6.4.10 ","6.SS.S.4","4","WV Social Studies"
"6","History","6.SS.S.5","6","3","WV Social Studies"
"6","Identify and evaluate contributions of classical civilizations and cite reasons for their rise and fall","SS.6.5.1 ","6.SS.S.5","4","WV Social Studies"
"6","Explain the basic tenets of major monotheistic religions and their impact on western civilizations","SS.6.5.2 ","6.SS.S.5","4","WV Social Studies"
"6","Identify the contributions and characteristics of arab/islamic society and judea- christian societies","SS.6.5.3 ","6.SS.S.5","4","WV Social Studies"
"6","Identify the causes and consequences of the protestant reformation","SS.6.5.4 ","6.SS.S.5","4","WV Social Studies"
"6","Identify how europeans benefited by expansion in the new world","SS.6.5.5 ","6.SS.S.5","4","WV Social Studies"
"6","Explain the competition of the english and french on the american frontier","SS.6.5.6 ","6.SS.S.5","4","WV Social Studies"
"6","Explain the systems of slavery developed in north america, latin america, iberia and africa","SS.6.5.7 ","6.SS.S.5","4","WV Social Studies"
"6","Describe the impact of the slave trade on the political, economic and social systems in north america, latin america, iberia and africa","SS.6.5.8 ","6.SS.S.5","4","WV Social Studies"
"6","Identify agricultural products exchanged between the new and old worlds during the age of exploration","SS.6.5.9 ","6.SS.S.5","4","WV Social Studies"
"6","Identify major historical events in the development of transportation systems (water, rail, motor vehicles, aviation)","SS.6.5.10 ","6.SS.S.5","4","WV Social Studies"
"6","Outline or build a timeline showing the influx of ethnic groups into north america","SS.6.5.11 ","6.SS.S.5","4","WV Social Studies"
"6","Explain how the industrial revolution affected the lives of people in western europe and the americas","SS.6.5.12 ","6.SS.S.5","4","WV Social Studies"
"6","Analyze and trace the evolution of democracy during the nineteenth century in western nations","SS.6.5.13 ","6.SS.S.5","4","WV Social Studies"
"6","Compare and contrast the worth of the individual in different societies over time","SS.6.5.14 ","6.SS.S.5","4","WV Social Studies"
"6","Develop a timeline of the major events of western migration in the united states and identify key land acquisitions on a map","SS.6.5.15 ","6.SS.S.5","4","WV Social Studies"
"6","Outline events in the abolition movement and the results of the emancipation proclamation and amendments13,14,15","SS.6.5.16 ","6.SS.S.5","4","WV Social Studies"
"6","Explain the causes and effects of the great depression and the political responses of governments to this crisis (rise of hitler, fascism, militarism in japan, new deal in the united states)","SS.6.5.17 ","6.SS.S.5","4","WV Social Studies"
"6","Identify global tensions which led to the outbreak of ww i and ww ii","SS.6.5.18 ","6.SS.S.5","4","WV Social Studies"
"6","Identify key figures, philosophies and events in the minority rights movements including civil rights and rights of women","SS.6.5.19 ","6.SS.S.5","4","WV Social Studies"
"6","Explain the impact of the use of atomic weapons","SS.6.5.20 ","6.SS.S.5","4","WV Social Studies"
"7","Citizenship","7.SS.S.1","7","3","WV Social Studies"
"7","Compare and contrast individual rights of citizens in a variety of world regions","SS.7.1.1 ","7.SS.S.1","4","WV Social Studies"
"7","Explain how actions citizens take can influence public policy decisions","SS.7.1.2 ","7.SS.S.1","4","WV Social Studies"
"7","Compare and contrast nations’ laws that may or may not provide order, predictability and security","SS.7.1.3 ","7.SS.S.1","4","WV Social Studies"
"7","Locate, access and organize information about an issue of public concern from multiple points of view","SS.7.1.4 ","7.SS.S.1","4","WV Social Studies"
"7","Identify and practice selective forms of civic discussion and participation consistent with the ideas of citizens in a democratic republic","SS.7.1.5 ","7.SS.S.1","4","WV Social Studies"
"7","Recognize and explain the difference between power and authority","SS.7.1.6 ","7.SS.S.1","4","WV Social Studies"
"7","Civics / Government","7.SS.S.2","7","3","WV Social Studies"
"7","Identify and explain the different forms of government in various world regions","SS.7.2.1 ","7.SS.S.2","4","WV Social Studies"
"7","Compare and contrast the lawmaking processes of world governments","SS.7.2.2 ","7.SS.S.2","4","WV Social Studies"
"7","Analyze the different ways nations provide order and protect justice","SS.7.2.3 ","7.SS.S.2","4","WV Social Studies"
"7","Debate the importance of limited government and the rules of law","SS.7.2.4 ","7.SS.S.2","4","WV Social Studies"
"7","Differentiate various methods that nations use to interact with one another to resolve problems and conflicts","SS.7.2.5 ","7.SS.S.2","4","WV Social Studies"
"7","Recognize the influence of the united states on other nations and the influence of other nations on the american political process and society","SS.7.2.6 ","7.SS.S.2","4","WV Social Studies"
"7","Economics","7.SS.S.3","7","3","WV Social Studies"
"7","Demonstrate an understanding of how competition among buyers of a product results in higher prices of that product","SS.7.3.1 ","7.SS.S.3","4","WV Social Studies"
"7","Analyze how geography influences the economy of a region","SS.7.3.2 ","7.SS.S.3","4","WV Social Studies"
"7","Describe the relationship between supply, demand and the price of a product","SS.7.3.3 ","7.SS.S.3","4","WV Social Studies"
"7","Compare and contrast various social services provided by world governments","SS.7.3.4 ","7.SS.S.3","4","WV Social Studies"
"7","Identify and compare different types of economic systems","SS.7.3.5 ","7.SS.S.3","4","WV Social Studies"
"7","Describe the impact of technology on agriculture and industry throughout the world","SS.7.3.6 ","7.SS.S.3","4","WV Social Studies"
"7","Identify and classify the different types of world trade organizations","SS.7.3.7 ","7.SS.S.3","4","WV Social Studies"
"7","Identify the impact and global effects of a strike on an industry","SS.7.3.8 ","7.SS.S.3","4","WV Social Studies"
"7","Explain how countries are economically interdependent","SS.7.3.9 ","7.SS.S.3","4","WV Social Studies"
"7","Define basic economic terminology and apply it to economic development of world regions","SS.7.3.10 ","7.SS.S.3","4","WV Social Studies"
"7","Geography","7.SS.S.4","7","3","WV Social Studies"
"7","Use correct geographic terminology","SS.7.4.1 ","7.SS.S.4","4","WV Social Studies"
"7","Draw conclusions about information presented on special purpose maps and be able to differentiate among map types","SS.7.4.2 ","7.SS.S.4","4","WV Social Studies"
"7","Understand the use of directions (eg, cardinal directions, subordinate directions, latitude and longitude)","SS.7.4.3 ","7.SS.S.4","4","WV Social Studies"
"7","Identify and locate the seven continents of the world and their associated oceans, seas, rivers and landforms","SS.7.4.4 ","7.SS.S.4","4","WV Social Studies"
"7","Identify countries, cities and transportation networks on maps","SS.7.4.5 ","7.SS.S.4","4","WV Social Studies"
"7","Identify and explain the advantages and disadvantages of different map projections and their uses (eg, aerial photos, globes, charts, graphs, polar projection)","SS.7.4.6 ","7.SS.S.4","4","WV Social Studies"
"7","Identify how mental maps (perceptions) affect our judgments about people and places","SS.7.4.7 ","7.SS.S.4","4","WV Social Studies"
"7","Locate and identify major world rivers, climate areas and rain forests","SS.7.4.8 ","7.SS.S.4","4","WV Social Studies"
"7","Identify and describe the patterns of immigration and effects on the distribution of cultural patterns in a region (eg, disease, language, religion, customs, diversity)","SS.7.4.9 ","7.SS.S.4","4","WV Social Studies"
"7","Compare and contrast geographic regions (eg, physical, cultural, perceptual, economic)","SS.7.4.10 ","7.SS.S.4","4","WV Social Studies"
"7","Identify geographic factors and cultural factors that block the movement of ideas and innovations","SS.7.4.11 ","7.SS.S.4","4","WV Social Studies"
"7","Analyze the growth of tourism and its impact on regional environments and culture","SS.7.4.12 ","7.SS.S.4","4","WV Social Studies"
"7","Analyze interconnections between regions (eg, goods and services, music, language, religion)","SS.7.4.13 ","7.SS.S.4","4","WV Social Studies"
"7","Identify how human processes impact the world’s physical environment (eg, pollution, clear-cutting, strip mining)","SS.7.4.14 ","7.SS.S.4","4","WV Social Studies"
"7","Identify the world’s climatic regions and the ways in which they influence lifestyle","SS.7.4.15 ","7.SS.S.4","4","WV Social Studies"
"7","Analyze renewable and nonrenewable resources (eg, hydroelectric power and fossil fuels), and explain how technology affects the ways in which culture groups perceive and use their resources","SS.7.4.16 ","7.SS.S.4","4","WV Social Studies"
"7","Analyze the technological improvements in transportation and communication that have helped create a global society","SS.7.4.17 ","7.SS.S.4","4","WV Social Studies"
"7","Explain the common geographic factors associated with the development of world urban centers","SS.7.4.18 ","7.SS.S.4","4","WV Social Studies"
"7","Explain cooperation and conflict over control of the world’s resources","SS.7.4.19 ","7.SS.S.4","4","WV Social Studies"
"7","Compare and contrast the characteristics of demographic structure through population pyramids (eg, total size, birth rates, age, distribution, doubling time)","SS.7.4.20 ","7.SS.S.4","4","WV Social Studies"
"7","Define the term culture and use the term in a geographic context (eg, isolation, core area, movement)","SS.7.4.21 ","7.SS.S.4","4","WV Social Studies"
"7","Investigate and describe new geographic frontiers such as the oceans, antarctica and airspace","SS.7.4.22 ","7.SS.S.4","4","WV Social Studies"
"7","History","7.SS.S.5","7","3","WV Social Studies"
"7","Describe the development of early civilizations (eg, mesopotamia, egypt, greece, china, india)","SS.7.5.1 ","7.SS.S.5","4","WV Social Studies"
"7","Draw world history conclusions from maps, globes, charts, posters, graphs and timelines","SS.7.5.2 ","7.SS.S.5","4","WV Social Studies"
"7","Identify conditions that have influenced or altered the movement of people throughout the world","SS.7.5.3 ","7.SS.S.5","4","WV Social Studies"
"7","Identify religious and secular celebrations observed around the world","SS.7.5.4 ","7.SS.S.5","4","WV Social Studies"
"7","Explain the role of racial and ethnic minorities and women in the advancement of civil rights","SS.7.5.5 ","7.SS.S.5","4","WV Social Studies"
"7","Compare and contrast the beliefs, religion and mythology of native cultures throughout the world","SS.7.5.6 ","7.SS.S.5","4","WV Social Studies"
"7","Explain what occurs when people from different regions interact","SS.7.5.7 ","7.SS.S.5","4","WV Social Studies"
"7","Draw conclusions about the effect of the environment on native cultures (eg, native americans, australian aborigines, african berbers)","SS.7.5.8 ","7.SS.S.5","4","WV Social Studies"
"7","Identify and use processes important to reconstruction and reinterpreting the past such as using a variety of sources, providing, validating and weighing evidence and checking creditability of sources","SS.7.5.9 ","7.SS.S.5","4","WV Social Studies"
"7","Describe the role geo-politics played in historic events of the twentieth century (eg, cold war, vietnam, persian gulf war)","SS.7.5.10 ","7.SS.S.5","4","WV Social Studies"
"8","Citizenship","8.SS.S.1","8","3","WV Social Studies"
"8","Evaluate how citizens can participate in government at the local, state and national levels (eg, voting, community service, letter writing)  ","SS.8.1.1 ","8.SS.S.1","4","WV Social Studies"
"8","Identify and practice forms of civic discussion and participation consistent with the ideals of citizens in a democratic republic ","SS.8.1.2","8.SS.S.1","4","WV Social Studies"
"8","Analyze the effectiveness of selected public policies and citizen behaviors in recognizing the stated ideas of a democratic republic","SS.8.1.3 ","8.SS.S.1","4","WV Social Studies"
"8","Explain the relationship between policy statements and action plans used to address issues of public concern","SS.8.1.4 ","8.SS.S.1","4","WV Social Studies"
"8","Explain the political process and the opportunities for citizens to influence government","SS.8.1.5 ","8.SS.S.1","4","WV Social Studies"
"8","Locate, access, analyze, organize and apply information about selected public issues, recognizing and explaining multiple points of view","SS.8.1.6 ","8.SS.S.1","4","WV Social Studies"
"8","Explain and analyze various forms of citizen action that influence public policy (eg, how groups can work with governmental agencies to impact the development of tourism)","SS.8.1.7 ","8.SS.S.1","4","WV Social Studies"
"8","Analyze the influence of diverse forms of public opinion on the development of public policy and decision making","SS.8.1.8 ","8.SS.S.1","4","WV Social Studies"
"8","Examine the strategies designed to strengthen the common good, which consider a range of options for citizen action","SS.8.1.9 ","8.SS.S.1","4","WV Social Studies"
"8","Identify, analyze, evaluate and interpret sources and examples of the responsibilities, privileges and rights of citizens","SS.8.1.10 ","8.SS.S.1","4","WV Social Studies"
"8","Explain the role and importance of voting in the democratic process and practice the voting process by participating in a class/school/state mock election","SS.8.1.11 ","8.SS.S.1","4","WV Social Studies"
"8","Identify voting as a responsibility and right of citizens, and identify the legal voting age","SS.8.1.12 ","8.SS.S.1","4","WV Social Studies"
"8","Identify ways students can participate in the governance of their school and community","SS.8.1.13 ","8.SS.S.1","4","WV Social Studies"
"8","Develop and utilize a process to express opinion, resolve problems and/or seek assistance","SS.8.1.14 ","8.SS.S.1","4","WV Social Studies"
"8","Examine and analyze a local community and propose ways in which tourism can be developed","SS.8.1.15 ","8.SS.S.1","4","WV Social Studies"
"8","Develop a mock bill to promote tourism in west virginia","SS.8.1.16 ","8.SS.S.1","4","WV Social Studies"
"8","Civics / Government","8.SS.S.2","8","3","WV Social Studies"
"8","Analyze the division of powers and responsibilities of the executive, legislative and judicial branches of united states and west virginia state government","SS.8.2.1 ","8.SS.S.2","4","WV Social Studies"
"8","Identify the duties and requirements of elected officials at the national, state and local levels (eg, president, governors, senators, representatives/delegates, members of board of public works, county commissioners)","SS.8.2.2 ","8.SS.S.2","4","WV Social Studies"
"8","Examine the amendment process of the west virginia constitution","SS.8.2.3 ","8.SS.S.2","4","WV Social Studies"
"8","Identify and chart the process of how a bill becomes law in west virginia (eg, a bill to promote tourism)","SS.8.2.4 ","8.SS.S.2","4","WV Social Studies"
"8","Analyze the functions and jurisdictions of the federal, state, local and special courts (eg, united states supreme court, state supreme court, circuit courts, magistrate courts, family courts)","SS.8.2.5 ","8.SS.S.2","4","WV Social Studies"
"8","Identify various types of elections in west virginia (eg, primary/general, state/local, partisan/non-partisan) ","SS.8.2.6 ","8.SS.S.2","4","WV Social Studies"
"8","Research and describe how special interest groups influence government and the lawmaking process in west virginia (eg, west virginia education association, united mine workers, division of tourism)","SS.8.2.7 ","8.SS.S.2","4","WV Social Studies"
"8","Identify major sources and uses of revenue for state and local governments (eg, property tax, income tax, fees and licenses, excise tax, levies)","SS.8.2.8 ","8.SS.S.2","4","WV Social Studies"
"8","Identify and analyze individual rights and privileges protected by the united states and west virginia constitutions and laws","SS.8.2.9 ","8.SS.S.2","4","WV Social Studies"
"8","Explain major principles of american constitutional government, (eg, federalism, separation of powers, the elastic clause, checks and balances, government by consent of the governed, individual rights) and compare to the west virginia constitution","SS.8.2.10 ","8.SS.S.2","4","WV Social Studies"
"8","Analyze conditions under which constitutional government flourishes","SS.8.2.11 ","8.SS.S.2","4","WV Social Studies"
"8","Compare and contrast rights and privileges of the individual citizen","SS.8.2.12 ","8.SS.S.2","4","WV Social Studies"
"8","Examine laws passed in a legislative session and list those that impact the development of tourism","SS.8.2.13 ","8.SS.S.2","4","WV Social Studies"
"8","Economics","8.SS.S.3","8","3","WV Social Studies"
"8","Describe how west virginia’s economic condition affects social conditions (eg, employment, in/out migration)","SS.8.3.1 ","8.SS.S.3","4","WV Social Studies"
"8","Define and explain the importance of west virginia’s renewable and non-renewable resources and how absentee ownership of these resources impacts the state’s economy","SS.8.3.2 ","8.SS.S.3","4","WV Social Studies"
"8","Explain the benefits of trade to west virginia’s economy","SS.8.3.3 ","8.SS.S.3","4","WV Social Studies"
"8","Examine economic reasons for the deterioration of some downtown areas in twentieth century west virginia and the renaissance of others","SS.8.3.4 ","8.SS.S.3","4","WV Social Studies"
"8","Determine the factors that caused west virginia to become a leader in the production of salt, coal and electricity","SS.8.3.5 ","8.SS.S.3","4","WV Social Studies"
"8","Identify industries and products (eg, tourism, coal, glass, recreation, agriculture) that are important to the economy of the four regions of west virginia and how they relate to occupations","SS.8.3.6 ","8.SS.S.3","4","WV Social Studies"
"8","Describe and analyze the effects of national and state governmental actions on west virginia’s economy","SS.8.3.7 ","8.SS.S.3","4","WV Social Studies"
"8","Describe and analyze the importance of banking in west virginia’s economy (eg, savings, interest, loans)","SS.8.3.8 ","8.SS.S.3","4","WV Social Studies"
"8","Analyze and predict the changes in west virginia’s economy and people due to industrial development, and debate the issue of industrialization vs preserving history","SS.8.3.9 ","8.SS.S.3","4","WV Social Studies"
"8","Examine the effect of technological changes on west virginia’s economy (eg, in employment, agriculture, tourism, education, industry)","SS.8.3.10 ","8.SS.S.3","4","WV Social Studies"
"8","Identify the labor/management strategies that have affected west virginia’s economy (eg, strikes, boycotts, yellow-dog contracts)","SS.8.3.11 ","8.SS.S.3","4","WV Social Studies"
"8","List some of the major industries in west virginia and identify representative jobs under each (eg, manufacturing, mining, tourism, health care)","SS.8.3.12 ","8.SS.S.3","4","WV Social Studies"
"8","Describe the economic benefit of changing tourist attractions from seasonal to year round (eg, snowshoe)","SS.8.3.13 ","8.SS.S.3","4","WV Social Studies"
"8","Geography","8.SS.S.4","8","3","WV Social Studies"
